,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Croustillants aux épices à la viande,0,0,"farce pour légumes toute prête (viande hachée moitié porc et moitié veau, herbes de Provence, ail...),viande hachée,oignon,huile,carotte râpée,citron non traité,gingembre moulu,Ras el...",180,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_croustillants-aux-epices-a-la-viande_229573.aspx,bon marché,facile,65,a,d
Tiémont (gratin provençal viande / blettes),5,2,"blette,viande boeuf hachée,oignon,fromage râpé,oeuf,lait,beurre,chapelure,herbes de Provence,huile d'olive,poivre,sel.Retirer la côte blanche des blettes, ne garder que le vert. Faire cuire le vert...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tiemont-gratin-provencal-viande-blettes_165068.aspx,bon marché,facile,90,b,b
Poêlée de pommes de terre à la viande hachée,4.2,26,"pomme de terre nouvelles,viande hachée,oignon,ail,crème fraîche,vin blanc,muscade,moutarde à l'ancienne (ou non),persil,huile d'olive,poivre,sel.Eplucher les pommes de terre et les couper en dés....",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_poelee-de-pommes-de-terre-a-la-viande-hachee_59128.aspx,bon marché,facile,932,c,a
"Pain de viande, sauce à la bière brune",5,1,"porc -boeuf,ketchup,oeuf,pain gris rassis trempées dans un peu de lait,ail en poudre,ciboulette hachée,thym,sel -poivre,beurre,bière brune,pain d'épices,moutarde,oignon hachés,carotte coupées en...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-sauce-a-la-biere-brune_225854.aspx,bon marché,facile,76,b,d
Pain de viande aux noix et aux pommes,2,1,"viande hachée porc/boeuf,pain rassi,oeuf,noix (la quantité qu'on veut),pomme,herbes de Provence,poivre,sel,beurre.Préchauffer le four à 220°C(thermostat 7-8)Dans un bol rond (saladier, par exemple),...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-aux-noix-et-aux-pommes_83799.aspx,bon marché,facile,65,d,c
"Canneloni ricotta, mozzarella, aubergine et viande",4.3,8,"canneloni,viande hachée,ricotta,aubergine ou quelques tranches d'aubergines grillées surgelées,mozzarella (1 ou 2 boules),sauce tomate,basilic frais,poivre,sel,fromage râpé,farine,beurre,lait,muscade...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_canneloni-ricotta-mozza-aubergine_221181.aspx,Coût moyen,Niveau moyen,506,b,c
Tarte à la viande hachée du soleil,4.2,6,"pâte feuilletée,moutarde à l'ancienne,purée de tomate  (gros format),herbes aromatiques,oignon,viande hachée de boeuf,feta,olive verte ou noires,poivre,sel,ail en poudre pour...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-a-la-viande-hachee-du-soleil_56090.aspx,bon marché,très facile,351,d,c
"Préparation au basilic pour viande, pâtes ou autres",5,1,"basilic,ail (selon le goût),jus de citron jaune.Laver le basilic en le passant juste sous l'eau froide. Eplucher les gousses d'ail. Tout assembler dans le mixer et bzzzzzzz c'est parti !. Je conserve...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_preparation-au-basilic-pour-viande-pates-ou-autres_23356.aspx,bon marché,facile,180,a,b
Méli mélo aubergines viande hachée,2,1,"aubergine,viande hachée,oignon,crème fraîche,ail,fromage râpé,poivre,sel.Couper les aubergines en dés et les faire blanchir avec de l'eau bouillante pendant 2 min.Emincer l'oignon.Mettre les...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_meli-melo-aubergines-viande-hachee_68883.aspx,bon marché,très facile,109,a,c
Endives gratinées à la viande hachée,4.5,4,"endive,brique de crème semi-épaisse,viande hachée environ (boeuf ou autre),ail,persil,poivre,échalote.La vielle ou le matin pour le soir par exemple, faire cuire les envives entières dans l'eau...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_endives-gratinees-a-la-viande-hachee_65507.aspx,bon marché,très facile,257,a,b
Blettes à la viande et à la moutarde,4,2,"blette,boeuf haché,comté rapé,moutarde,cognac,oignon,ail,crème liquide,graisse d'oie,romarin,sel,poivre.Couper les blettes aux ciseaux : tailler cotes et feuilles en petits morceaux.Faire cuire 5...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_blettes-a-la-viande-et-a-la-moutarde_165168.aspx,bon marché,très facile,39,c,d
Chausson aux blettes et à la viande,0,0,"blette,viande hachée de bœuf,pâte brisée,échalote,ail,oeuf,petit suisse natures,persil,muscade,sel,poivre du moulin.Préchauffer le four à 180°C (thermostat 6).Nettoyer les blettes et en couper...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_chausson-aux-blettes-et-a-la-viande_223366.aspx,bon marché,facile,64,c,c
Kebsa (plat saoudien de riz à la viande),4,1,"tomate,viande de mouton désossée,oignon selon préférence,ail,huile d'olive,concentré de tomates,épices spécial ""kebsa"" (cumin, cannelle, coriandre, cardamone, clous de girofle moulus),citron...",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_kebsa-plat-saoudien-de-riz-a-la-viande_85277.aspx,Coût moyen,Niveau moyen,116,a,a
Curry de viande hachée aux petits pois,4,1,"boeuf haché,petit pois,oignon frais,tomate fraîches,huile d'olive,cannelle ou 2 cuillérées à café de cannelle en poudre,clou de girofle,cardamome verte ou blanche (je mélange les 2 !),curcuma,gingembre...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_curry-de-viande-hachee-aux-petits-pois_88907.aspx,bon marché,très facile,117,a,e
Boulettes de viande hachée à la vache qui rit,0,0,"viande hachée de boeuf,ciboulette ciselée,riz cru,Vache qui rit®,carré frais,bleu ...,huile à frire,oeuf,chapelure,farine.Mélanger:viande hachée, ciboulette, riz, sel, poivre et épices...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-hachee-a-la-vache-qui-rit_81633.aspx,Coût moyen,très facile,201,d,c
"Salade de pâtes, tapenade, fêta et viande des grisons",3,1,"pâtes type ""conchiglie rigate"" ou ""penne"",tapenade noire,feta nature, coupée en petits cubes,tomate séchée , coupés en lamelles,tomate fraîches coupées en petits cubes,viande de grison tranchée,...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_salade-de-pates-tapenade-feta-et-viande-des-grisons_195707.aspx,Coût moyen,facile,139,b,d
Pain de viande à la livèche (céleri perpétuel),4.7,7,"pain frais,lait,viande hachée (porc et veau),huile d'olive,livèche hachée (céleri perpétuel),chapelure fine,oignon,paprika fort,ail,sel,poivre.Déchirez la mie de pain, et faites-la gonfler pendant...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=684&page=58,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-a-la-liveche-celeri-perpetuel_39406.aspx,Coût moyen,facile,55,c,d
"Pommes de terre, petits pois et viande hachée",3.5,2,"viande hachée porc et boeuf,petit pois,pomme de terre,oignon,huile d'olive,sel,poivre.Faites revenir l'oignon dans l'huile d'olive.Ajoutez la viande hachée, les petits pois et les pommes de terre...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pommes-de-terre-petits-pois-et-viande-hachee_82863.aspx,bon marché,facile,126,a,a
Pâtes aux boulettes de viande sauce paprika,4.5,2,"macaroni,boeuf hâché,oignon haché + 1/2 oignon,pain rassis trempé dans du lait,ail hachée,oeuf,huile de tournesol,huile d'olive,tomates pelées et concassées,concentré de tomates,crème fraîche...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pates-aux-boulettes-de-viande-sauce-paprika_67355.aspx,bon marché,facile,219,c,d
Bricks à la viande hachée d'agneau,4,2,"agneau haché,poivron,oignon,sel,cumin,huile d'olive,feuille de brick,huile de friture.Couper l'oignon en lamelles et le poivron en cubes puis les faire revenir dans l'huile d'olive durant 10...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_bricks-a-la-viande-hachee-d-agneau_228906.aspx,bon marché,Niveau moyen,128,d,e
Gratin courgettes-viande façon Simone,4.2,6,"courgette moyennes,oignon,chair à saucisse,fromage râpé,beurre.Préchauffer le four à 180°C (thermostat 6).Couper les courgettes en rondelles et en déposer la moitié dans un plat à...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-courgettes-viande-facon-simone_50268.aspx,bon marché,très facile,115,a,c
Tarte aux champignons et à la viande,4.9,11,"pâte feuilletée,steak hachés,carotte,champignon de Paris,vin blanc,petit suisse,oeuf,persil,ail (1 gousse),gruyère,poivre,sel.Préchauffer le four à 220°C . Faire cuire la pâte feuilletée à...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-aux-champignons-et-a-la-viande_30600.aspx,bon marché,très facile,434,b,d
Tartine du dimanche à la viande des grisons,4,1,"viande de grison,fromage,comté,pain de mie blanc ou complet.Toastez vos tranches de pains.Roulez les viandes de grisons et coupez les en rondelles.Déroulez-les.Placez votre chiffonade de grisons sur...",18,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tartine-du-dimanche-a-la-viande-des-grisons_55982.aspx,bon marché,très facile,73,a,e
Tourte viande hachée patate coriandre,4.5,2,"pomme de terre (moyennes),viande hachée,coriandre fraîche,béchamel,oeuf,sel,poivre,pâte feuilletée,gruyère,oignon,huile d'olive.Eplucher les pommes de terre en fines lamelles (un peu façon gratin...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-viande-hachee-patate-coriandre_227690.aspx,bon marché,facile,240,c,b
viande fondante au miel et au soja (barbecue),3.8,4,"filet mignon de porc,queue de filet de boeuf,soja,miel d'accacia ou de fleurs.Couper la viande en larges rondelles (environ 7 cm de diamètre). L'étaler dans un plat à fond plat. Préparer la sauce...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_viande-fondante-au-miel-et-au-soja-barbecue_22850.aspx,Coût moyen,très facile,227,a,d
Tarte à la viande et aux courgettes,4.3,8,"courgette,steak hachés surgelés ou 400 g de bœuf haché,pâte brisée à dérouler,ail,poivre,sel,huile d'olive.Dans un premier temps, faire cuire à l'eau salée les courgettes en morceau ou...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-a-la-viande-et-aux-courgettes_37658.aspx,bon marché,très facile,217,a,d
Tourte à la viande et aux champignons,4.8,4,"farine,beurre,huile,eau,sel,gruyère râpé,escalope de veau ,jambon blanc,champignon en lamelles,vin blanc sec,jaune d'oeuf,beurre,farine,sel,poivre.Dans un saladier, malaxer 300 g de farine avec 750 g...",115,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=696&page=59,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-a-la-viande-et-aux-champignons_27962.aspx,Coût moyen,facile,268,d,d
Viande et riz sautés à la chinoise,4,3,"huile d'arachide,oignon finement haché,céleri parées et finement hachées,porc,poulet ou boeuf rôti coupé en bâtonnets de 2 1/2 cm,chou (soit chou européen, soit chou chinois), lavé et finement...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_viande-et-riz-sautes-a-la-chinoise_45194.aspx,bon marché,très facile,175,a,d
Tourte à la viande et à la menthe,0,0,"pâte feuilletée,boeuf haché,porc haché (ou veau selon les préférences),échalote,ail,piment (facultatif),menthe séchée,sauce tomate nature.Hacher finement l'échalote et l'ail. Incorporer les...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-a-la-viande-et-a-la-menthe_37255.aspx,bon marché,très facile,36,d,d
Coulemelles fourrés á la viande hachée,5,2,"coulemelle par personne (choisir celles qui ont encore une forme de cloche) [Les coulemelles sont une variété de champignons],cèpes moyens le plat sera encore plus délicieux,viande de porc haché,jaune...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_coulemelles-fourres-a-la-viande-hachee_62894.aspx,Coût moyen,facile,46,c,b
Riz à la viande hachée et aux poivrons de tata,4.8,5,"poivron vert,poivron rouge,riz long (brun de préférence),viande hachée (boeuf ou autre),tomate concentrée,eau,gingembre,safran,sucre,huile,poivre,sel,herbes de Provence (selon les goûts).Mettre les...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_riz-a-la-viande-hachee-et-aux-poivrons-de-tata_54543.aspx,bon marché,facile,422,a,b
Soupe aux tomates et aux boulettes de viande hachée,0,0,"tomate,bouillon de boeuf,sucre,coriandre hachée.,vermicelles,concentré de tomates .,viande hachée.,poivre .,sel.Mixez les tomates après avoir ôté la peau et la pulpe, ajoutez ceci au bouillon de...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_soupe-aux-tomates-et-aux-boulettes-de-viande-hachee_96110.aspx,bon marché,très facile,84,d,d
Pilaf de riz à la viande hachée et aux légumes,0,0,"riz,oignon,carotte,courgette,viande hachée,moutarde (facultatif).Hacher l'oignon puis le faire revenir dans l'huile doucement.Pendant ce temps, râper la carotte puis l'ajouter dans la casserole une...",33,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pilaf-de-riz-a-la-viande-hachee-et-aux-legumes_528186.aspx,bon marché,facile,0,a,d
Chausson à la viande et aux asperges,0,0,"pâte brisée toute prête,épaule de veau désossée,chair à saucisse,asperge vertes,laitue,carotte,échalote,céleri près du coeur,persil,oeuf + 2 jaunes,farine,lait,beurre,huile,poivre,sel.Peler les...",95,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_chausson-a-la-viande-et-aux-asperges_18052.aspx,bon marché,facile,10,b,c
Riz aux poivrons et à la viande,0,0,"riz,viande hachée,tomate,poivron,poivre,paprika,concentré de tomates,crème fraîche,bouillon cube,eau.Faire cuire le riz et rincez-le une fois qu'il est cuit.Durant ce temps, faites bouillir 10 cl...",110,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=708&page=60,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_riz-aux-poivrons-et-a-la-viande_57332.aspx,bon marché,facile,62,d,d
